Lenže Harperovo znovuzvolenie naznačuje niečo iné.	But Harper’s re-election suggests otherwise.	informal
904L super austenitická nehrdzavejúca oceľ je nízkouhlíková vysoký nikel, patrí k molybdénovej austenitickej nehrdzavejúcej oceli a jej aktivácia schopnosť zmeny pasivácie je dobrá.	904L plate super austenitic stainless steel is low carbon high nickel, it belongs to molybdenum austenitic stainless steel and its activation passivation change ability is good.	formal
Pozrite sa, čo môžete urobiť, aby sa naša malá coura vzhľad nadržaný, busty a sexy.	Check out what you can do to make our little slut look horny, busty and sexy.	informal
Nižšie je škola práce, ktorá je o Franklina Delano Roosevelta alebo inak súvisiacich s Franklinom Delano Rooseveltom.	The following are school projects dealing with Franklin Delano Roosevelt, or in any way related to Franklin Delano Roosevelt.	formal
1 Zdarma Získajte miestne jedlo, po celý rok s Idahově Bounty Co-op - čerstvé a in-sezónu!	1 Free Get local food, year-round with Idaho’s Bounty Co-op - fresh & in-season!	informal
Teraz je na vašom rade, aby ste skener vrátili späť do života - a držte ho mimo skládky	Hamilton, your turn to bring your scanner back to life - and keep it out of the landfill	informal
Lovené ryby sú predovšetkým červenica, ostriež, karas, kapor a vyskytujú sa aj iné predovšetkým drobnejšie druhy rýb.	Their diet consists primarily of crustaceans, molluscs, tunicates, and other fish, particularly stingrays.	formal
V pracovných skupinách dokážete diskutovať, vymieňať si informácie a spolupracovať na tvorbe rôznych dokumentov.	In working groups, you can discuss, exchange information, and collaborate on creating different documents.	formal
1 Všetci kresťania sú bratia a sestry	1 All Christians Are Brothers and Sisters	informal
Jedine, že by sa za nich skrývala... a nechala rozhodovať niekoho iného.	Unless she's hiding behind them and she's letting someone else decide.	informal
Poznámka: Pri konvertovaní snímok do súborov obrázkov sa z prezentácie odstránia všetky prechody, animácie, filmy a zvuk.	Note: When your slides are converted to picture files, any transitions, animations, movies, or audio are removed from the presentation.	formal
Štepu môže pochádzať z inej ľudskej bytosti alebo zvieraťa. Implantát	The graft may come from another human being or an animal. Implant	formal
- Myslím, že som ťa práve dostal.	- I think I just did.	informal
Pred 1 mesiacom 3:23:29 PornHub aziatky, auto, japon	6 months ago 02:29 PornHub car, polish	informal
Zaradenie noriem o životnom prostredí, bezpečnosti potravín, zdraví zvierat a ochrane zvierat do krížového plnenia zvyšuje dôveru spotrebiteľov a trvalú udržateľnosť poľnohospodárstva z hľadiska životného prostredia.	The inclusion of environment, food safety, animal health and welfare standards in cross-compliance reinforces consumer confidence and increases the environmental sustainability of farming.	formal
Dvojčatá boli mimoriadne vážne.	Then the twins got serious.	informal
Viac ako tristo rokov psa, vyšľachtené mnísi z kláštora svätého Bernarda v dôsledku úspešného chovu Newfoundland a nemecká doga, pomohol nájsť stratené cestujúcich.	Over three hundred years of the dog, bred by the monks of the monastery of St. Bernard as a result of successful breeding Newfoundland and Great Dane, helped find lost travelers.	formal
"Alebo ""Chodíš na kurz HTML?"""	"."" Or ""Are you taking an HTML course?""."	formal
Kvalita služieb ubytovacieho zariadenia Főnix Apartman Gyula je na vysokej úrovni, dosahuje skóre 10/10 podľa hodnotení a názorov hostí.	Based on the reviews and comments of actual guests, the services of the Főnix Apartman Gyula have received a high rating of 10/10.	formal
Každý apartmán ponúka veľkú súkromnú kúpeľňu s farebnými dlaždicami.	Each apartment has a large private bathroom with colourful tiles.	formal
Potom sa Rada bude musieť obrátiť na mňa.	And the Council will have to turn to me.	informal
Aj keď som konal takto veľmi nedokonale, našiel som v tom predsa veľký úžitok.	Though I have done it very imperfectly, I have found great advantages by it.	formal
Uhádli, ktoré z nich sú spišské?	And guess who the scapegoats are?	informal
Jamala Wildlife Lodge 5 hviezdičiek Práve rezervované!	Jamala Wildlife Lodge 5-star hotel Just booked!	informal
Týchto 11 mužov-- a myslím že to viete, Mike.	Those 11 men... And I think you know this, Mike.	informal
A áno hral sa už i Path to Exile.	I also played more Path of Exile.	formal
A potom miesto činu a viac krvi.	And then a crime scene and more blood.	informal
Držia ma hore po celú...	They walked me through the whole...	informal
Len na ňu vykročiť.	And to just walk on her.	informal
126. vyjadruje svoju ochotu začať ihneď štruktúrovaný dialóg s Komisiou a Radou o VFR na obdobie po roku 2020 s cieľom uľahčiť následné rokovania a umožniť dosiahnutie dohody do konca tohto funkčného obdobia; je pripravený diskutovať s Radou o pozíciách stanovených v súčasnom uznesení, aby umožnil lepšie pochopenie očakávaní Parlamentu v súvislosti s budúcim VFR;	126. Expresses its readiness to enter immediately into a structural dialogue with the Commission and the Council on the post-2020 MFF with the aim of facilitating the subsequent negotiations and enabling an agreement by the end of this parliamentary term; stands ready to debate the positions set out in the current resolution with the Council, in order to allow for a better understanding of Parliament’s expectations on the next MFF;	formal
Japonská mama spoločného nie je jej syn v kúpeli	Asian mom joint not her son in bathtub	informal
Hozeáš cítil Božiu bolesť.	Hosea was feeling God's pain.	formal
To umožňuje pre biopsiu tkaniva gliómu a odstrániť niektoré nádoru v rovnakom čase.	This allows a biopsy of the glioma and the opportunity to remove some of the tumour at the same time.	formal
Z vlákien a nechtov	Of threads and nails	informal
Vašu víziu, alebo veľký cieľ si môžete sami definovať a nahrať si vlastný obrázok cieľa.	Your vision or big goal you can define yourself and upload your own image target.	formal
Zhromažďovať všetky mince môžete.	Collect all the coins you can.	formal
Tento výrobok musí nainštalovať autorizovaný technik. Zistiť viac	This product should be installed by a professional technician Learn more	formal
Zo 650 poslancov britského parlamentu bolo iba 20 poslancov ochotných podpísať otvorený list na podporu ochrany detí, ktoré boli vystavené znásilňovaniu gangov, obchodovaniu s ľuďmi, mučeniu a niekedy aj vraždám.	Of the British Parliament's 650 MPs, a mere 20 were willing to sign an open letter to support the protection of children subjected to gang-rape, trafficking and torture, and at times murder.	formal
Dodnes sa nachádzajú v parku a okolí nádherné kanadské topole, ktoré doniesol gróf Aspremont z Holandska. Významný podiel na prebudovaní parku v anglickom štýle mal grófov osobný lekár a významný uhorský botanik Anton Rochel.	The revamp of the park in the English style is greatly due to Anton Rochel, who was the Count's personal doctor and a prominent botanist in the Hungarian Empire.	formal
Potrebujem hodinu u Oprah!	I need an hour of Oprah.	formal
„Je dobré, že stále je o čo hrať.	"""It's good that there's something to play for."	informal
Položte k mojim nohám svoje starosti a ja ich s láskou predložím Bohu Otcovi.	Place your problems to my feet and I will lovingly hand them over to Father.	formal
A nezabudnite svoje heslo.	And don't forget your password.	informal
„Le’Ace,“ povedal s povzdychom.	“Whoopee,” he said sourly.	informal
A potom, ako vyrastiete, je to akoby bol vek skupenstvom lítia.	And then, of course, as you get older, it's almost like age is a form of lithium.	informal
Odpoveď sa zvyčajne pozoruje o dva až štyri týždne.	A response is usually seen in two to four weeks.	formal
Vzhľadom na rozsiahly charakter zmien, ktoré by boli potrebné, by sa však nariadenie (ES) č. 1889/2005 malo zrušiť a nahradiť novým nariadením.	However, considering the extensive nature of the amendments that would be required, Regulation (EC) No 1889/2005 should be repealed and replaced with a new Regulation.	formal
Pán LANNOO a pán BURNS súhlasili s pozmeňovacím návrhom.	Mr Lannoo and Mr Burns accepted the proposed amendment.	formal
Color emulziu môžete použiť samostatne alebo tiež pridať do...	Lipid emulsion may be infused separately or added to the...	formal
V objektoch sa nachádza veľké množstvo oblúkov namiesto dverí, veľa prúteného nábytku, staré hudobné nástroje.	On the premises there is a large number of arches instead of doorways, lots of wicker furniture, old musical instruments.	formal
Je to krajina, ktorá je zmesou tradícií a moderného života.	A country that combines tradition and modern life.	formal
Nemyslím si, že mám predpoklady hlasovať či už za, alebo proti správe pána Takkulu.	I do not feel in fact that I have any premises for voting for or against Mr Takkula’s report.	formal
To je to konanie uprostred, ktoré nás všetkých zabíja.	It's the middle that kills us.	informal
Pokiaľ ide o prímerie, od 1. augusta ide už o druhú takúto dohodu medzi armádou sýrskeho prezidenta Bašára Asada a džihádistami.	Saturday's truce is the second such agreement between the Syrian President Bashar al-Assad's regime and jihadists since August 1.	formal
Subjekty, ktoré musia mať povolenie alebo regulácia na pôsobenie na finančných trhoch.	an entity required to be authorised or regulated to operate in the financial markets.	formal
Nemusíš predstierať, že ťa to zaujíma.	Don't pretend concern.	formal
Zobraziť hotely v meste Cimballa na mape	Where to stay in Cimballa Cimballa overview	informal
Pred 4 mesiacmi 39:14 XoZilla španielky, honenie, tínedžerky (18+), stari a mlade (18+)	4 years ago 17:38 TXXX granny, old man, old and young (18+)	informal
(Boh vie o tebe všetko.)	(But God knows all.)	informal
Reštaurácie – Surfers Paradise Voľnočasové aktivity – Surfers Paradise	Surfers Paradise Vacation Rentals Surfers Paradise Vacation Packages	informal
Čo plemená psov, vhodný pre dievčatá do 11 rokov???	What kind of dog breeds are suitable for a girl of 11 years???	informal
Changbu-gol: Hodinová predpoveď počasia	Tokkok-che: Hourly weather forecast	informal
Boh je viac ako schopný vytvoriť situáciu v živote tvojho manžela, aby ťa kontaktoval.	God is more than able to create a situation in your husband’s life to cause him to contact you.	formal
Začať skôr, skončiť neskôr.	start earlier, end earlier.	informal
1 Zdarma Rôzne hry pre deti a deti učiť sa a zároveň baví hranie	1 Free Various games for babies and children to learn while having fun playing	informal
"""Dievčatá, ktoré si so mnou chcú vyjsť len preto, že som slávny, neboli nikdy žiadny problém."	"He said: ""Girls who want to go out with me just because I'm famous has never been a problem."	informal
Sprejuje si na svoju tvár autokozmetiku alebo nejakú sračku?	Does he spray Armor All on his face or some shit?	informal
Na Valnom zhromaždení, ktoré sa konalo dňa 27.	At the Board Meeting held on 27th	formal
Phen375 Senica Slovensko: Recenzie A Kde Kúpiť?	Phen375 Uzhhorod Ukraine: Reviews And Where to Buy?	informal
Viemm, čo robím.	I know what I'm doing.	informal
Zaviedol sa jasný a transparentný postup oznamovania a rozhodovania pre príslušné orgány a spoločnosti.	A clear and transparent notification and decision-making process for competent authorities and firms has been introduced.	formal
Pozrite sa na to, čo sa stalo pred dvoma týždňami.	Look at what just happened in two weeks.	informal
“Skvelý zážitok pre rodinu”	"""Great experience for the family"""	informal
Vážená pani predsedajúca, dámy a páni, vo svojom prvom vystúpení som sa úmyselne zameral na rozvojový aspekt boja proti chudobe.	Madam President, ladies and gentlemen, in my first speech, I intentionally focused upon the development aspect of combating poverty.	formal
Majú dobrý čas hrať Blacjack.	Have a good time playing blackjack.	formal
Ako to, že nemôžete chodiť?	How come you can't walk?	informal
Dážď v tomto období nie je obvyklý, pretože v priemere bol pozorovaný raz za 8 rokov.	Snow is not usual in this period since it is observed once every 8 years on average.	formal
Niektorí lekári tento produkt považujú za nový produkt storočia proti starnutiu.“	Some doctors are referring to this product as the new anti-ageing product of the century.	formal
K dispozícii máte viac energie.	You have more available energy.	formal
Pretože vedz, že tí, ktorí cestovali ďaleko k Slnku na svojej ceste Svetla, majú ohromnú, ba ešte väčšiu silu spútať temnotou deti Svetla.	For well know they that those who have traveled far towards the Sun on their pathway of Light have great and yet greater power to bind with darkness the children of Light.	formal
Zvýšené riziko pádu je jedným z nežiaducich udalostí spojených s používaním väčšiny antidepresív u starších pacientov, ako sa ukázalo v minulom výskume.	An increased risk for falls is one of the adverse events associated with the use of most antidepressants in the elderly, as shown in past research.	formal
Ak nad nami naozaj existuje Boh, musí mať riadny zmysel pre humor...	If there is a God, she has a truly twisted sense of humor...	informal
Online obchodovanie odstránilo medzinárodné hranice a množstvo spoločností začalo expandovať na nové trhy.	Online commerce has eliminated international borders and many companies have begun to expand into new markets.	formal
"Porovnaním právnických a fyzických osôb programy dosiahnutie cieľov, ktoré sa vyvinuli v priebehu tisíce rokov s novodobými legendy ako Covey - ""7 návykov vysoko efektívnych ľudí"" V roku 1990 Stephen Covey meno preslávil zverejnením ""7 návykov vysoko efektívnych ľudí""."	"Comparing Corporate and Personal goal attainment programs that have developed over thousands of years with those of modern day legends such as Covey - ""The 7 Habits of Highly Effective People"""	formal
Káva mi však absolútne nechutila.	I didn't really like the coffee though.	informal
"V skutočnosti však písmeno ""H"" symbolizuje dvoch ľudí (klienta a zástupcu spoločnosti), ktorí si trasú rukou."	But actually, the letter ‘Н’ symbolises two people (a client and a representative of the company) shaking hands.	formal
Riešim teraz všetko možné,...	Just running around right now, so...	informal
Kampaň bude ukončená v októbri.	The campaign will end in October.	informal
Navštívte lokalitu account.microsoft.com a v ľavej dolnej časti obrazovky vyhľadajte položku Money and gift cards (Peniaze a darčekové karty).	A. Visit account.microsoft.com and look for “Money and gift cards” on the lower left side of the screen.	formal
Pýtal sa ma, čo si myslím o jeho tenise.	And she knows how I feel about tennis.	informal
HARARE - Pytliaci v Zimbabwe zabili päť slonov tak, že ich otrávili kyanidom.	Zimbabwean officials say poachers killed five elephants by poisoning them with cyanide.	formal
Tieto čísla sa môžu zdať malé - len 0,1 obyvateľov Poľska - ale počas desaťročí mali významný vplyv.	These numbers may seem small – just 0.1 of Poland’s population – but they have had a significant effect over decades.	formal
Nakoniec, prečo opravovať niečo, čo nie je pokazené?	After all, why fix something that is not broken?	formal
Subjekt je oboznámený o kontaktnom bode, kde môže získať ďalšie informácie.	The trial subject shall be informed about a point of contact where he or she can obtain further information.	formal
Zatka Cepic: Aktuálna poloha slnka a mesiaca	Zatka Cepic: The sun & the moon right now	informal
Hej, tak počkať.	Whoa, wait a minute.	informal
Týmto nariadením sa stanovuje spoločný rámec na rozvoj, tvorbu a zverejňovanie porovnateľnej európskej štatistiky cien zemného plynu a elektriny pre domácnosti a koncových odberateľov mimo domácnosti v Únii.	This Regulation establishes a common framework for the development, production and dissemination of comparable European statistics on natural gas and electricity prices for household and final non-household customers in the Union.	formal
Tak som sa rýchlo pozbierala a sadla na metro.	So I said good-bye and got off the train.	informal
Nechajme deti hrať sa – len tak!	Let the children play - OUTSIDE!	informal
Zlaté násťročné gets do masturbovanie FilthyRx 03:00	Sweet teen gets into masturbating FilthyRx 03:00	informal
Na takomto mieste skrátka nie je čas prežiť.	This is not the place to live in the moment.	formal
Strata hmotnosti, ktorá je spojená s nepríjemnými pocitmi v krku pri jedení s relatívne zachovanou chuťou do jedla.	Losing weight, which is associated with unpleasant sensations in the throat when eating with a relatively healthy appetite.	formal
ZDARMA: Jedno dieťa do 12 rokov v rodine úplne zadarmo!	FREE: One child up to 12 years in the family for free!	informal
Dreadbag.de Komentáre zakázané pre New Dreadbags + XXXL Dreadbags + bez dáždniku - výpredaj	Dreadbag.de comments off for New Dreadbags + XXXL Dreadbags + without umbrella - Sale	informal
Je to najväčšie vnútrozemské jazero Rakúska.	and is the biggest inland lake in Europe.	informal
Kontextové pravidlá pre smer čítania a zápisu textu sú nasledovné:	The context rules for the reading order and text direction are as follows:	formal
Ak sú medzi pozostalými manželský partner a deti poručiteľa, manželský partner dostane jednu tretinu majetku a zvyšok sa rovnakým dielom rozdelí medzi deti.	If a spouse and more than one child is left, the spouse is entitled to one-third and the remaining two-thirds are distributed equally among the children.	formal
Táto spoločnosť je teda spoločensky pôsobivá.	So, this company is socially impressive.	informal
Pred 4 mesiacmi 08:55 xHamster tanec, indky, bisexuáli, tínedžerky (18+)	4 months ago 08:55 xHamster dance, indian, bisexual, teen (18+), cougar	informal
Ako čo?	As what?	informal
Na stiahnutie apk súbor aplikácie (napr Space Cat - Galactic Challenge) a uložiť do svojho mobilu	Download apk file of the app (e.g. Space Cat - Galactic Challenge) and save to your mobile	informal
5 Celková databáza údajov o bezpečnosti odvodená z klinických štúdií v súčasnosti obsahuje údaje o 3 293 dojčatách očkovaných prípravkom Menitorix buď vo forme primárnej imunizácie alebo revakcinácie a 578 dojčiat očkovaných 1 713 dávkami zmesí veľmi podobných očkovacím látkam proti Hib- MenC, a preto prekračuje rozsah navrhnutý v usmernení výboru CHMP pre nové očkovacie látky.	The total safety database derived from clinical studies now consists of 3293 infants vaccinated with Menitorix either as a primary course or as a booster and 578 infants vaccinated with 1713 doses of closely related Hib-MenC formulations and therefore exceeds that suggested by the CHMP Guideline for truly new vaccines.	formal
Annecy TRANSFER Z Annecy Aby skontrolovať hodnotu transfera z Annecy Pariz, letališče Charles de Gaulle, Orly, Beauvais-Tillé, Le Bourget Letališče, alebo do iného mesta/letiska, zvoľte miesto príchodu, ktoré vás zaujíma.	Annecy TRANSFER FROM Annecy To review the transfer price from Annecy to Paris, airport Charles de Gaulle, Orly, Beauvais-Tillé, Le Bourget Airport or to other city/airport, please choose the required destination point.	formal
Namiesto toho je potrebné stiahnuť a nainštalovať anti-malware nástroj uvedené na tejto stránke.	Instead, you should download and install an anti-malware utility presented on this page.	formal
"Demonštruje moc Lübecku v Severnom Nemecku v stredoveku. (Fínsko)"""	It shows Lübeck's clout in northern Europe in the Middle Ages. (Finland)	formal
8.Zariadenie neinštalujte v blízkosti tepelných zdrojov, ako sú radiátory, zásobníky tepla, pece a iné zariadenia (vrátane zosilňovačov), ktoré produkujú teplo.	8.Do not install near any heat sources such as radiators, heat registers, stoves, or other apparatus (including amplifiers) that produce heat.	formal
To, čo robíte dnes ovplyvní vašu budúcnosť.	What you do today will impact your future.	formal
Keď Vás stretnem nabudúce, porozprávame sa.	When I see you next we will have a talk.	formal
Bez ohľadu na vaše hodnotenie ich zverejníme.	Whatever your complaint, we will take notice.	formal
- Čo nového, Knope?	What's up, Knope?	informal
Povedz mi niečo pekné!	But say something nice!	informal
Značky Crucial HP Kingston ďalšie...	Top Brands Crucial HP Kingston Other...	informal
Niečo ti implantovali. Takto sa cítiš kvôli nejakej posthypnotickej sugescii.	They...an implant, a post-Hypnotic suggestion that makes you feel this way.	informal
Pamätáš si na problém, ktorý si pre mňa vyriešil?	You remember this... problem I had you take care of for me?	informal
Reštaurácia/stravovanie: v jedálne s kozubom (30 miest).	Restaurant / meal: in the dining room with fireplace (30 seats).	informal
Preto sú vhodné na použitie ako znaky v ovládacích zariadeniach- je to rýchla a intuitívna informácia.	Therefore, they are suitable for use as characters in control devices - it is quick and intuitive JORDAN GENDLER	formal
Avšak v prípade núdzového okna na zadnej čelnej strane vozidla môže mať skúšobný kaliber alternatívne rozmery 1 400 x 350 mm s rohmi zaoblenými na polomer 175 mm.	However, in the case of an emergency window in the rear face of the vehicle, the test gauge may alternatively have a size of 1400 mm × 350 mm with corners radiused by 175 mm.	formal
Všetko vybavenie je...	All equipment is...	informal
Zatvorenie a opätovné otvorenie	Closure and Re-opening	informal
Alebo úplne zle.	Or entirely bad.	informal
Tento liek je určený len na diagnostické použitie.	This drug is for diagnostic use only.	formal
Ja osobne aspoň s polovicou Vašich článkov nesúhlasím.	In all seriousness I agree with about half of your post.	formal
Reštaurácie v The Strip	Brunch Restaurants in The Strip	informal
To ale nevysvetľuje stratu pamäti.	Wouldn't explain the memory loss, though.	informal
V Južnej Kórei a Spojených arabských emirátoch sa plne „inteligentné“ mestá projektujú a budujú od základov.	"In South Korea and the United Arab Emirates, fully ""smart"" cities are being designed and built from the ground up."	formal
Gazhim: Hodinová predpoveď počasia Neskôr	Piskon: Hourly weather forecast Later	informal
Vo vnútri nie sú žiadne kosti.	There is no bone inside.	formal
Tu môžete jazdiť takmer po celý rok.	You can ride here most of the year.	formal
Vďaka portom HDMI a MHL sa dá používať s modulmi na prenos médií, smartfónmi, prenosnými počítačmi aj hernými konzolami.	Use it with media-streaming dongles, smartphones, laptops and gaming consoles thanks to the HDMI and MHL.	informal
Chladný december	In cold December	informal
Ak chcete vyhrať, symboly musia ležať vedľa seba navzájom bez akýchkoľvek iných symbolov.	To win, the symbols must land next to each other without any other symbols between them.	formal
Tento liek je určený len na jednorazové použitie.	This product is for single use only.	formal
Zobraziť hotely v meste Limnitis na mape	Where to stay in Limnitis	informal
Nedokážeš ani odpovedať na jednoduchú otázku.... ...	couldn't even answer my one simple question...	informal
Vážne, prečo nosíš tú podprsenku?	- Seriously, what's up with the P.E. bra?	informal
Prístavné mesto v Jadranskom mori.	A port city in the Adriatic Sea.	formal
Naozaj je hypnóza pre vás to pravé?	Is hypnosis right for you?	formal
Podmienky sa radikálne vylepšili.	That is, the conditions have improved radically.	informal
Zvyšok pôjde.	The rest goes.	informal
Golf s nádherným výhľadom - Tatry Tatry Počasie	Golf with a great view on the mountain - Tatry	informal
Svoju zodpovednosť presúvate na rovnako bezmocnú Ligu arabských krajín.	You are passing off your responsibilities to an equally impotent Arab League.	formal
Prečo by som nešiel domovWhy don't I just go home a strávil zvyšok dňa týraním sa vecmi, ktoré som spravil keď som mal 14?	Why don't I just go home and spend the rest of the night torturing myself about things I did when I was like 14?	informal
Okrem štandardných dielov, ponúkame vlastné časti podľa špecifikácie zákazníka.	Except standard parts, we can offer custom parts according to customer’s specification also.	formal
Iba ležím v posteli, pozerám videá, filmy a rozmýšľam nad tým všetkým čo by som mala urobiť, ale nechce sa mi haha 😀 Keď si predstavím, že už len posledné dva týždne školy a potom to začne – SKÚŠKY!!	I ́m just lying in my bed, watching videos, movies and thinking about things I should have done, but I ́m not in the mood for it haha 😀 When I imagine that we have only two weeks left at school and then it all begins – EXAMS!!	informal
So, Som začal dobrodružstvo s Drupalu 7 a pracuje na nákupnom košíku sa Ubercart.	So, I began my adventures with drupal 7 and working on a shopping cart with ubercart.	informal
Pozorne si pozrite výsledky hľadania, aby ste sa uistili, že vyskúšate iba tie, ktoré sa vzťahujú na vašu situáciu.	Browse through the search results carefully to make sure you try only those that apply to your situation.	formal
Nedovoláte sa mu, ale príde dostatočne včas aby si vyzdvihol cenu a predniesol príhovor.	He will not be reachable but will make just in time to accept the Baird award and make his speech or not.	formal
Al Himede: Aktuálna poloha slnka a mesiaca	Himede: The sun & the moon right now	informal
Ľutujeme nepríjemnosti, ale bohužiaľ sa jedná o technicky problém a veľa s tým neurobíme.	We regret the inconvenience, but unfortunately this is a technical issue and there is not much we can do.	formal
Ak robíte to najlepšie, čo môžete, je to dosť dobré.	If you're doing the best you can, that's good enough.	informal
Ak budú vaše financie budí rešpekt, budete mať prístup výstavby: príprava, spracovanie stroje vaječný prášok mlyny, pekárne, lisovne, sklady a mnoho ďalších.	When your finances will command respect, you will have access construction: preparation, processing machines egg powder mills, bakeries, oil mills, warehouses and many others.	formal
“ľudia, toto musíte vidieť.”	‘Guys ... you need to see this.’	informal
7-dnová predpoveď pre San Francisco	7-day forecast for South San Francisco	informal
Viac-menej práve týmto povedala všetko.	More or less says it all.	informal
Počasie v Geretsried	Weather in Geretsried	informal
Našli sme dalších Horní Maršov vhodných nemovitostí, ktoré sú umiestnené neďaleko vašej destinácie.	We have found another Horní Maršov suitable properties which are located close to your destination.	formal
Rufus je znášanlivý so všetkými.	Russ got along with everybody.	formal
V januári 2013 totiž dostala filmárka Laura Poitras zakódovaný mail od cudzinca, ktorý sa označil ako Citizen Four (Občan číslo 4).	Back in January 2013, documentarian Laura Poitras was contacted via email by a stranger using the pseudonym Citizenfour.	formal
Vitajte v srdci starého mesta!	Welcome to the heart of the city!	informal
Pomocou zadania dát svojho pobytu, určenie vzdialenosti od destinácie Esplugues de Llobregat a ďalších možností filtra si potom môžete vybrať najlepšie možné miesto na prespanie.	By entering the dates of your overnight stay in Hospitalet de Llobregat and using the filter tools you can sort the best possible accommodation for you.	formal
O ničom a nikdy.	Nothing and never.	informal
A tu prichádza inovácia.	And here it comes the innovation.	informal
My sme jeho priatelia!	We're his friends!	informal
Neodporúčam v žiadnom prípade tento hotel!	Would not recommend this hotel at all !	informal
V dôsledku toho sa čisté devízové rezervy ďalej znížili na súčasnú úroveň 24,7 mld. USD a to aj napriek silnej emisnej aktivite vlády na medzinárodných kapitálových trhoch.	As a result, net foreign exchange reserves have decreased further to currently only USD 24.7bn, despite strong issue activity by the government on international capital markets.	formal
Cirkev nerastie vďaka prozelytizmu, ale vďaka príťažlivosti.	The Church does not grow by proselytism but by attraction.	formal
Druhá žltá pre 1 jedinú osobu	Second booking for 1 person single	informal
Ponuky práce: Cyprus	Jobs in Cyprus	informal
V skutočnosti, kým sa nepokúsite, nemáte.	Well you don't really, not until you try.	informal
Je to jeho narodeniny, innit.	It's his birthday, innit.	informal
V roku 2011 obsahovala 180 miliónov záznamov, až 84 percent z nich predstavovali údaje spojené s platobnými kartami.	In 2011, Tracfin had 180 million datasets -- 84 percent of which are comprised of credit card data.	formal
A čo si myslíš na Justinove rozhodnutie ty?	What do you think about Wayne’s decision?	formal
⚓ Kategórie: dva kohúty na oheň dva kohúty na cassandra dva kohúty jeden milf leighlani červená dva kohúty drsné kurva	⚓ Categories: two cocks on fire two cocks for cassandra two cocks one milf leighlani red two cocks rough fucking	informal
Lebo nič nie je len čierne.	But nothing is just black.	informal
Na analýzu účinkov tohto tisícročného cvičenia autori odobrali vzorky krvi pred a po štúdiu a účastníci vyplnili dotazníky o tom, ako hodnotili rôzne parametre svojho zdravia.	To analyze the effects of this millennial exercise, the authors took blood samples before and after the study and had participants fill out questionnaires about how they evaluated various parameters of their health.	formal
Ak ste naozaj hľadali niečo, aby vám pomôže mať svoje telo stavebné ciele, budete si to.	If you have actually been searching for something to assist you get your body building objectives, you are going to like it.	formal
- Prečo by sme mali bývať spolu?	- Yeah... no! - Why would we be living together?	informal
Vezmite motýlik Aliq na vašu cestu životom - #bewoodensvet	Take the Aliq on your life journey - #bewoodenworld	informal
Márniš svoj čas, Drake.	You're wasting your time, Drake.	formal
O diéte musí rozhodnúť v každom prípade váš lekár a nikto iný.	Treatment protocol must be decided by the doctor and none else.	formal
Názov a adresa knižnice	The name and address of your library	formal
Na podporu takýchto iniciatív, záchranu životov na cestách a splnenie nových právnych požiadaviek spoločnosť Dometic vyvinula inteligentný systém asistencie pri otáčaní, ktorý sa jednoducho inštaluje.	To support such initiatives, save lives on roads, and meet the new legal requirements, Dometic has developed a smart and easy-to-install turn assistant system.	formal
44 Je však potrebné zdôrazniť, že povinnosť vnútroštátneho sudcu odvolávať sa na obsah rámcového rozhodnutia pri výklade relevantných ustanovení vnútroštátneho práva je obmedzená všeobecnými právnymi zásadami, akými sú predovšetkým zásada právnej istoty a zákazu retroaktivity.	44 It should be noted, however, that the obligation on the national court to refer to the content of a framework decision when interpreting the relevant rules of its national law is limited by general principles of law, particularly those of legal certainty and non-retroactivity.	formal
Muži Kúpacie šortky Daily in modrá	Men Swim shorts Daily in blue	informal
Urobíme si dieťa.	We're gonna make a baby.	informal
V súlade so služobným poriadkom uvedeným v článku 54 je zamestnanec po ukončení služobného pomeru naďalej viazaný povinnosťou správať sa čestne a diskrétne, pokiaľ ide o prijímanie určitých funkcií alebo výhod.	In accordance with the Staff Regulations referred to in Article 54, the staff shall, after leaving the service, continue to be bound by the duty to behave with integrity and discretion as regards the acceptance of certain appointments or benefits.	formal
Zdá sa, akoby veriaci Banská Bystrica Slovensko v tomto výpise sa zvyšuje každý deň.	It appears as though the believers in Dominica in this extract are increasing each and every single day.	formal
Ježiš Kristus, buď našim hosťom a podeľ sa s nami o jedlo, ktoré si požehnal.	Lord Jesus Christ, be thou our guest, and share the food which thou has blessed.	formal
Lístky na MHD (za príplatok)	Transport Airport shuttle (additional charge)	informal
- Ľudia odovzdajú zbrane.	People turn in guns.	informal
Bezstarostné akceptovanie obrovského počtu potratov, ktoré sú súčasťou procesu odplodnenia in vitro, jasne ilustruje, ako nahradenie manželského aktu technickou procedúrou - v dodatku protirečiace rešpektu voči plodeniu ako niečomu, čo nemôže byť redukované na holú reprodukciu – vedie k oslabeniu povinného rešpektu voči každému ľudskému stvoreniu.	The blithe acceptance of the enormous number of abortions involved in the process of in vitro fertilization vividly illustrates how the replacement of the conjugal act by a technical procedure — in addition to being in contradiction with the respect that is due to procreation as something that cannot be reduced to mere reproduction — leads to a weakening of the respect owed to every human being.	formal
Todici: Hodinová predpoveď počasia Neskôr	Nadkrstac: Hourly weather forecast Later	informal
Nechcem sa vrátiť do reality.	I don’t want to go back to reality.	informal
Hej, kto toho vie o tanci viac? Ja alebo ty?	Hey, who knows more about dancing-- you or me?	informal
Káva a koláč sú na nás!	Lunch and coffee are on us!	informal
